title|id|cluster|total_hours
Wildlife Park 2 - Marine World|307900.0|1|0.0
Wildlife Park 2 - Domestic Animals|308300.0|1|0.0
Point Perfect|303840.0|1|1068.0
The Forgotten Ones|314280.0|1|4740.0
Heileen 3: New Horizons|305490.0|1|1060.0
Heileen 3 Bonus Content|307500.0|1|0.0
Detective Case and Clown Bot in: Murder in the Hotel Lisbon|297290.0|1|2610.0
Pressured|292620.0|1|2270.0
Hero Siege - The Karp of Doom (Digital Collector's Edition)|312290.0|1|0.0
Toxic Bunny HD|305010.0|1|503.0
The Cameron Files: The Secret at Loch Ness|302170.0|1|0.0
Brink of Consciousness: Dorian Gray Syndrome Collector's Edition|302130.0|1|119.0
Ghostship Aftermath|280890.0|1|515.0
Lantern Forge|314380.0|1|2495.0
Undead Overlord|291370.0|1|240.0
Obludia|314290.0|1|556.0
Time of Fury|303910.0|1|1223.0
Smugglers 5 DLC: The Smugglers Guild|314400.0|1|0.0
Blade Symphony Original Soundtrack|301600.0|1|0.0
AR-K|269890.0|1|2342.0
OMSI 2 Add-on AI-Articulated Bus for Vienna|311020.0|1|0.0
Sokobond|290260.0|1|786.0
Data Hacker: Initiation|311860.0|1|556.0
My Ex-Boyfriend the Space Tyrant|312970.0|1|0.0
Freedom Planet|248310.0|1|22120.0
DARK SOULS™ II Crown of the Sunken King|271942.0|1|0.0
Dungeon Defenders Eternity|302270.0|1|91753.0
Nicole Bonus Content|309940.0|1|0.0
Fantasy Grounds - PFRPG Rite Publishing's Adventure Quarterly #5|315630.0|1|0.0
Dark Horizons: Mechanized Corps|266470.0|1|0.0
Influent DLC - Pусский [Learn Russian]|297840.0|1|0.0
DARK SOULS™ II - Season Pass|284450.0|1|0.0
Velvet Sundown|307290.0|1|14330.0
Naviros Fashionista pack|303251.0|1|0.0
Naviros Beginner pack|303250.0|1|0.0
GRID Autosport - Best of British Pack|289020.0|1|0.0
Third Eye Crime|301420.0|1|7.0
GRID Autosport - Premium Garage Pack|282092.0|1|0.0
Machines At War 3|303860.0|1|0.0
Fantasy Grounds - PFRPG The Reaping Stone|315730.0|1|0.0
CoH 2 - US Forces Commander: Rifle Company|297512.0|1|0.0
CoH 2 - OKW Commander: Elite Armor Doctrine|297513.0|1|0.0
CoH 2 - US Forces Commander: Recon Support Company|297510.0|1|0.0
CoH 2 - US Forces Commander: Mechanized Company|297511.0|1|0.0
CoH 2 - OKW Commander: Fortifications Doctrine|297515.0|1|0.0
Defiance: VBI Ultimate Pack|304082.0|1|0.0
Commander: The Great War|312350.0|1|2506.0
Vertical Drop Heroes HD|311480.0|1|4005.0
Selknam Defense|306260.0|1|0.0
The Room|288160.0|1|8230.0
Proxy Blade Zero|313980.0|1|247.0
Fantasy Grounds - PFRPG: BASIC1 - A Learning Time|316490.0|1|0.0
Rodina|314230.0|1|13001.0
Fantasy Grounds - PFRPG: BASIC2 - A Frightful Time|316491.0|1|0.0
Us and the Game Industry|360290.0|0|0.0
Rodina Soundtrack|316360.0|1|0.0
Trials Fusion - Riders of the Rustlands|311550.0|1|0.0
Rodina Demo|316050.0|1|0.0
Black Ice Original Soundtrack - Level One|316680.0|1|0.0
The Legend of Heroes: Trails in the Sky|251150.0|1|38145.0
Time Mysteries 2: The Ancient Spectres|313650.0|1|2654.0
Call of Duty®: Ghosts - Bling Character Pack|309872.0|1|0.0
Top Hat|315940.0|1|1325.0
Guns and Robots - Starter Pack|316710.0|1|0.0
Crazy Plant Shop|292200.0|1|1042.0
The Tower|310870.0|1|0.0
Jet Gunner|314250.0|1|3570.0
The Expendabros|312990.0|1|109726.0
Sacred 3|247950.0|1|6040.0
Rocksmith® 2014 – Biffy Clyro - “Black Chandelier”|294972.0|1|0.0
Rocksmith® 2014 – Biffy Clyro - “Stingin’ Belle”|294976.0|1|0.0
Rocksmith® 2014 – Biffy Clyro - “Bubbles”|294973.0|1|0.0
GRID Autosport - Coupé Style Pack|289021.0|1|0.0
The Counting Kingdom|302750.0|1|170.0
MIND: Path to Thalamus Enhanced Edition|296070.0|1|5097.0
Rocksmith® 2014 – Biffy Clyro - “Many of Horror”|294974.0|1|0.0
Road Not Taken|293740.0|1|1848.0
Rocksmith® 2014 – Biffy Clyro - “Mountains”|294975.0|1|0.0
Fantasy Grounds - Deadlands Noir|317830.0|1|0.0
Orbital Gear|298520.0|1|11216.0
Ultra Street Fighter® IV Digital Upgrade|301660.0|1|0.0
Naviros Samurai Pack|317430.0|1|0.0
Graviteam Tactics: Shilovo 1942|313280.0|1|0.0
Cricket Captain 2014|307980.0|1|5774.0
DCS: F-86F Sabre|306240.0|1|0.0
The Terminal 2|313620.0|1|165.0
GamersGoMakers|314320.0|1|1097.0
Echelon: Wind Warriors|311100.0|1|400.0
War on Folvos|317380.0|1|12.0
Victory At Sea|298480.0|1|6974.0
Frontline : Road to Moscow|306620.0|1|220.0
Psichodelya|301680.0|1|1471.0
Wyv and Keep: The Temple of the Lost Idol|263960.0|1|3380.0
Train Simulator: Liverpool-Manchester Route Add-On|258653.0|1|0.0
Another Perspective|305920.0|1|509.0
Morphopolis|314020.0|1|12648.0
Collector's Edition DLC|310600.0|1|0.0
Train Simulator: BR Regional Railways Class 101 DMU Add-On|277736.0|1|0.0
Sniper Elite 3 - Eastern Front Weapons Pack|305186.0|1|0.0
Mega Coin Squad|312510.0|1|618.0
Aritana and the Harpy's Feather|314360.0|1|0.0
Heavy Fire: Afghanistan|305980.0|1|2523.0
Aritana and the Harpy's Feather Demo|316100.0|1|0.0
Pixeluvo|314500.0|1|0.0
Kick-Ass 2|304170.0|1|470.0
Divine Souls F2P MMO|300040.0|1|3913.0
Platypus II|319180.0|1|6465.0
Advanced Tactics Gold|310390.0|1|0.0
Platypus|307340.0|1|1057.0
Nux|307350.0|1|4911.0
Stonerid|315920.0|1|2997.0
DW8XLCE - NEW STAGE &amp; CAMP SYMBOL PACK|316867.0|1|0.0
DW8XLCE - WEAPON SYSTEM &amp; UPGRADE PACK|316864.0|1|0.0
DW8XLCE - WEAPON SYSTEM PACK|316865.0|1|0.0
DW8XLCE - NEW STAGE &amp; ANIMAL PACK|316866.0|1|0.0
DW8XLCE - JAPANESE VOICE OPTION|316869.0|1|0.0
DW8XLCE - ORIGINAL COSTUME PACK|316863.0|1|0.0
Freedom Planet - Official Soundtrack|316560.0|1|0.0
Sniper Elite 3 - Save Churchill Part 2: Belly of the Beast|312690.0|1|0.0
NoLimits 2 Roller Coaster Simulation Demo|319260.0|1|0.0
Heroes &amp; Legends: Conquerors of Kolhar|306950.0|1|2379.0
Guacamelee! Super Turbo Championship Edition|275390.0|1|12823.0
NoLimits 2 Roller Coaster Simulation|301320.0|1|1152.0
Jamsouls|314460.0|1|1168.0
Max Gentlemen|257710.0|1|4050.0
Fantasy Grounds - PFRPG: U1: Dark Days in Stoneholme|319880.0|1|0.0
Shadowgate (2014)|294440.0|1|4279.0
Taxi|315550.0|1|84.0
Dusk 12|317970.0|1|1066.0
Character Creator - Graphics Pack|316630.0|1|0.0
Space Galaxy - Graphics Pack|316620.0|1|0.0
Commando Jack|299260.0|1|5803.0
Curse: The Eye of Isis|302210.0|1|57.0
Cubesis|318440.0|1|8.0
Cannons Lasers Rockets|265770.0|1|1803.0
Deep Under the Sky|315650.0|1|0.0
Dark Scavenger Demo|318780.0|1|0.0
Bravada Demo|316090.0|1|0.0
Super Time Force Ultra|250700.0|1|9833.0
Amerzone: The Explorer’s Legacy|302190.0|1|93.0
The Journey Down: Chapter Two|262850.0|1|1446.0
Biglands: A Game Made By Kids|316740.0|1|91.0
Super Time Force Ultra - Soundtrack|317350.0|1|0.0
Metro 2033 Redux|286690.0|1|187932.0
Metro: Last Light Redux|287390.0|1|213142.0
See No Evil|313830.0|1|0.0
See No Evil - Official Soundtrack|320210.0|1|0.0
DARK SOULS™ II Crown of the Old Iron King|271943.0|1|0.0
World of Diving|251890.0|1|722.0
Rocksmith® 2014 – Bachsmith|294990.0|1|0.0
Lichdom: Battlemage|261760.0|1|29925.0
Airship Dragoon|308380.0|1|6597.0
GRID Autosport - Sprint Pack|289022.0|1|0.0
Fantasy Grounds - Deadlands Noir: The Case of the Jumbo Shrimp|320560.0|1|0.0
Trainz Trouble|319300.0|1|2.0
Airship Dragoon Demo|319620.0|1|0.0
Train Town|320110.0|1|0.0
Appointment With FEAR|316140.0|1|1591.0
Nobunaga's Ambition: Souzou - Scenario Tenkafubu|297880.0|1|0.0
Zombie Driver HD Brutal Car Skins|301900.0|1|0.0
"Nobunaga's Ambition: Souzou - ""Motonobu Serada"", ""Tsuru Oohouri"" Bushou Data"|297897.0|1|0.0
Nobunaga's Ambition: Souzou - Nobunaga Oda In-Game Face CG|307330.0|1|0.0
"Nobunaga's Ambition: Souzou - ""Goemon Ishikawa"", ""Yasuke"" Bushou Data"|297898.0|1|0.0
"Nobunaga's Ambition: Souzou - ""Teru Kushihashi"", ""Chiyome Mochiduki"" Bushou Data"|297896.0|1|0.0
Fantasy Grounds - Deadlands Reloaded: Blood Drive 1|320570.0|1|0.0
"Nobunaga's Ambition: Souzou - ""Nobunaga's Ambition Day"" memorial set"|298771.0|1|0.0
Bird Assassin|312010.0|1|194.0
Nobunaga's Ambition: Souzou - Series 30th Anniversary Contents|298770.0|1|0.0
Monkey Tales Games|320020.0|1|0.0
Draconian Wars|296590.0|1|1238.0
How to Survive|250400.0|1|197858.0
Awesomenauts - Leon Legionnaire Skin|319820.0|1|0.0
Awesomenauts - Jotunn Skølldir Skin|319821.0|1|0.0
Awesomenauts - Grim Genji Skin|306890.0|1|0.0
Choice of the Deathless|318310.0|1|2751.0
Choice of the Deathless Demo|318320.0|1|0.0
GoD Factory: Wingmen|262750.0|1|4840.0
Power-Up|312640.0|1|8204.0
Millennium 3 - Cry Wolf|298830.0|1|962.0
Minimum|214190.0|9|60361.0
Dragons and Titans - Titan Pass|284500.0|1|0.0
Train Simulator: Norfolk Southern Dash8-40C Loco Add-On|277732.0|1|0.0
OMSI 2 Add-on Hamburg|313430.0|1|0.0
Altitude0: Lower &amp; Faster|308080.0|1|0.0
Talisman - Character Pack #8 - Apprentice Mage|267774.0|1|0.0
Dwelvers|276870.0|1|815.0
One Day For Ched|321030.0|1|5.0
Time Mysteries 3: The Final Enigma|319320.0|1|2880.0
The Flying Dutchman|321600.0|1|0.0
Fable Anniversary - Heroes and Villains Content Pack|315151.0|1|0.0
Fable Anniversary|288470.0|1|81260.0
Fable Anniversary - Scythe Content Pack|315150.0|1|0.0
Lords of the Black Sun|246940.0|1|955.0
planetarian ~the reverie of a little planet~|316720.0|1|785.0
Jacob Jones and the Bigfoot Mystery : Episode 1|264400.0|1|0.0
The Collider|319550.0|1|4429.0
Great Permutator|319270.0|1|1080.0
Color Symphony|317410.0|1|8412.0
Shadowcrypt|316810.0|1|14.0
Reprisal Universe|319560.0|1|1961.0
NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution - DLC4 Jinchuriki Costume Pack 1|301893.0|1|0.0
NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution - DLC5 Jinchuriki Costume Pack 2|301894.0|1|0.0
Hero of Many - Original Soundtrack|318640.0|1|0.0
NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution|272510.0|1|88064.0
Hero of Many|297370.0|1|11.0
Near Impact|320410.0|1|0.0
Pacific Liberation Force|313190.0|1|0.0
Demonlisher|321610.0|1|8.0
My Lands: Black Gem Hunting|290730.0|1|58640.0
Movie Edit Pro 2015 - Movie Templates|321690.0|1|0.0
My Lands: Miner’s Luck - Starter DLC Pack|313311.0|1|0.0
The Waste Land|316970.0|1|1883.0
My Lands: Golden Age - Premium DLC Pack|316500.0|1|0.0
My Lands: Miner’s Luck - Extended DLC Pack|316510.0|1|0.0
My Lands: Elf Ranger - Artifact DLC Pack|316541.0|1|0.0
My Lands: Nomad - Artifact DLC Pack|316540.0|1|0.0
My Lands: Hero Courage - Extended DLC Pack|316530.0|1|0.0
My Lands: Age of Prosperity - Premium DLC Pack|316542.0|1|0.0
Endless Legend™|289130.0|1|399456.0
WAKFU|215080.0|9|439140.0
Elminage Gothic|291960.0|1|1035.0
Heavy Bullets|297120.0|1|15013.0
Battle Of Europe|321710.0|1|0.0
Pro Rugby Manager 2015|273030.0|1|0.0
War Operations|316950.0|1|2.0
Age of Wonders III - Golden Realms Expansion|299230.0|1|0.0
Secret of the Magic Crystals - Soundtrack and Coloring Book|321420.0|1|0.0
WAKFU - Magmog Pack|323530.0|1|0.0
WAKFU - Excarnus Pack|323510.0|1|0.0
Enola|263520.0|1|4490.0
Wasteland 2: Director's Cut|240760.0|9|229441.0
Zen Fish SIM|321310.0|1|25.0
Cannon Brawl|230860.0|9|15302.0
Cho Dengeki Stryker All Ages Version|321190.0|1|357.0
The Last Federation - Betrayed Hope|304480.0|1|0.0
Super Chain Crusher Horizon|262920.0|1|1928.0
Magicmaker|319250.0|1|14344.0
Bionic Heart 2|317290.0|1|685.0
Stronghold Crusader 2|232890.0|9|44509.0
Fritz Chess 14|276750.0|1|67.0
Dandelion - Wishes brought to you - Demo|323760.0|1|0.0
Bionic Heart 2 Bonus Content|317540.0|1|0.0
Jacob Jones and the Bigfoot Mystery : Episode 2|308180.0|1|0.0
Deep Fritz 14 DLC|318770.0|1|0.0
Ancient Space|249190.0|1|3632.0
DG2: Defense Grid 2|221540.0|9|29685.0
Rocksmith® 2014 – Shinedown - “45”|295009.0|1|0.0
Rocksmith® 2014 – Shinedown - “Bully”|295008.0|1|0.0
Pier Solar and the Great Architects|286220.0|1|86.0
Sherlock Holmes: Crimes and Punishments|241260.0|9|11179.0
DARK SOULS™ II Crown of the Ivory King|271944.0|1|0.0
Artbook and OST|325590.0|1|0.0
Middle-earth: Shadow of Mordor - GOTY Edition Upgrade|318550.0|1|0.0
NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution - DLC6 Suit Pack|301895.0|1|0.0
Influent DLC - Italiano [Learn Italian]|297841.0|1|0.0
Rocksmith® 2014 – Foreigner - “Cold As Ice”|295016.0|1|0.0
Rocksmith® 2014 – Foreigner - “Hot Blooded”|295013.0|1|0.0
Rocksmith® 2014 – Foreigner - “Feels Like The First Time”|295015.0|1|0.0
Rocksmith® 2014 – Foreigner - “Juke Box Hero”|295012.0|1|0.0
Rocksmith® 2014 – Foreigner Song Pack|295017.0|1|0.0
Middle-earth™: Shadow of Mordor™|241930.0|9|1063955.0
Wrack|253610.0|1|4005.0
Super Win the Game Soundtrack|315520.0|1|0.0
Euro Truck Simulator 2 - German Paint Jobs Pack|318500.0|1|0.0
Rocksmith® 2014 – Foreigner - “Double Vision”|295014.0|1|0.0
Super Win the Game|310700.0|1|2845.0
Silence of the Sleep|321870.0|1|3128.0
Double Action Dedicated Server|317800.0|1|0.0
Prime World - Advanced Pack|255251.0|1|0.0
Train Simulator: West Highland Line Extension Route Add-On|277748.0|1|0.0
Depth Hunter 2: Ocean Mysteries|321510.0|1|0.0
Hegemony Rome: The Rise of Caesar - Mercenaries Pack|308171.0|1|0.0
Fantasy Grounds - Savage Worlds: ETU - East Texas University|326790.0|1|0.0
Front Page Sports Football|316700.0|1|0.0
Left in the Dark: No One on Board|284890.0|1|2781.0
METAL SLUG X|312610.0|1|8443.0
Qora|304460.0|1|2427.0
A Golden Wake Demo|324690.0|1|0.0
Moto Racer Collection|324110.0|1|0.0
Qora - Soundtrack|323290.0|1|0.0
DCS: MiG-21Bis|316964.0|1|0.0
Shan Gui OST|326760.0|1|0.0
Disney•Pixar Toy Story Mania!|317580.0|1|0.0
Disney•Pixar Cars Toon: Mater's Tall Tales|316320.0|1|0.0
Disney Princess: My Fairytale Adventure|319080.0|1|0.0
Disney Fairies: Tinker Bell's Adventure|318350.0|1|148.0
Disney Winnie the Pooh|319400.0|1|119.0
Disney G-Force|319170.0|1|2303.0
Metal Dead|302690.0|1|2602.0
Styx: Master of Shadows|242640.0|1|46986.0
Counter-Strike Nexon: Zombies|273110.0|1|266374.0
Alien: Isolation - Deluxe Edition DLC|324030.0|1|0.0
Crow|323430.0|1|0.0
Costume Quest 2|275180.0|1|5676.0
Trials Fusion - Welcome to the Abyss|326170.0|1|0.0
CRYENGINE - Wwise Project DLC|325670.0|1|0.0
Disciples Sacred Lands Gold|281450.0|1|1.0
Alien: Isolation - Last Survivor|282510.0|1|0.0
Season Match 2|320650.0|1|1282.0
Fantasy Grounds - Maps: Winding Caverns|328022.0|1|0.0
Fantasy Grounds - Maps: Cobblestone City and Inn|328020.0|1|0.0
Tron 2.0|327740.0|1|2453.0
Fantasy Grounds - Maps: Graystone Castle|328021.0|1|0.0
Pinball Arcade: Season Four Pack|326600.0|1|0.0
Pinball Arcade: Season Four Pro Pack|326610.0|1|0.0
Disney Princess: Enchanted Journey|322130.0|1|0.0
Gods vs Humans|322980.0|1|271.0
Dragon's Prophet: Free Pack|328120.0|1|0.0
1HEART|270190.0|1|1184.0
Sigils of Elohim|321480.0|1|4084.0
The Evil Within Season Pass|318750.0|1|0.0
Drifting Lands|322750.0|1|0.0
The Evil Within|268050.0|1|63294.0
Deep Dungeons of Doom|325090.0|1|2160.0
Graviteam Tactics: Operation Hooper|326390.0|1|0.0
Tropico 5 - Generalissimo|306396.0|1|0.0
Official Fenix Rage Game Soundtrack|326240.0|1|0.0
Killing Floor - Toy Master|326960.0|1|19.0
A City Sleeps™|316180.0|1|6395.0
A City Sleeps - Soundtrack|320440.0|1|0.0
Fenix Rage Demo|326260.0|1|0.0
Enigmatis: The Ghosts of Maple Creek|284750.0|1|2641.0
Ultimate General: Gettysburg|306660.0|1|21713.0
Black Viper: Sophia's Fate|322990.0|1|0.0
Smugglers 5: Invasion|326230.0|1|94.0
F1 2014|226580.0|9|32513.0
Man in a Maze: Deathmatch|310990.0|1|0.0
The Treasures of Montezuma 3|320690.0|1|759.0
Middle-earth: Shadow of Mordor - Test of Wisdom|318401.0|1|0.0
Sword of the Samurai|327950.0|1|3923.0
Time Rifters|270010.0|1|2339.0
Rocksmith® 2014 – Dio - “Holy Diver”|295034.0|1|0.0
Rocksmith® 2014 – Winger - “Seventeen”|295033.0|1|0.0
Rocksmith® 2014 – Autograph - “Turn Up The Radio”|295032.0|1|0.0
Rocksmith® 2014 – Billy Squier - “The Stroke”|295031.0|1|0.0
Devil's Dare 悪魔の挑戦|279580.0|1|708.0
Rocksmith® 2014 – Poison - “Nothin’ But A Good Time”|295030.0|1|0.0
Screencheat|301970.0|1|24471.0
MotoGP™14 Donington Park British Grand Prix DLC|297990.0|1|0.0
Vampires: Guide Them to Safety! - Soundtrack|329180.0|1|0.0
X-Plane 10 AddOn - Carenado - PA28 181 Archer II|325141.0|1|0.0
Warlock 2: The Thrilling Trio|320720.0|1|0.0
Life of Pixel|327260.0|1|1170.0
Sacred 3. Orcland Story|261161.0|1|0.0
Vampires: Guide Them to Safety!|328780.0|1|685.0
Sniper Elite 3 - International Camouflage Rifles Pack|326431.0|1|0.0
Awesomenauts - Wraithlord Scoop Skin|327530.0|1|0.0
The Count of Monster Disco|277751.0|1|0.0
Sign Motion|321370.0|1|0.0
Robowars|285090.0|1|2151.0
Sproggiwood|311720.0|1|800.0
Enforcer: Police Crime Action|318220.0|1|16256.0
Sky Nations Demo|326220.0|1|0.0
REVOLVER360 RE:ACTOR|313400.0|1|1760.0
TesserAct|304810.0|1|0.0
Euro Truck Simulator 2 - Czech Paint Jobs Pack|318511.0|1|0.0
eXperience 112|324770.0|1|0.0
The Stalin Subway: Red Veil|311120.0|1|956.0
theHunter: Pathfinder Starter Pack|322360.0|1|0.0
theHunter : Trailrunner Starter Pack|322361.0|1|0.0
Rocksmith® 2014 – The Killers Song Pack|295040.0|1|0.0
Dungeon Lurk II - Leona|322580.0|1|5.0
Spacebase DF-9|246090.0|1|36509.0
Tower of Guns Soundtrack|285370.0|1|0.0
Daedalus - No Escape|315830.0|1|80.0
The Moon Sliver|329830.0|1|1546.0
BlazeRush|302710.0|1|4901.0
Middle-earth: Shadow of Mordor - Endless Challenge|318402.0|1|0.0
X-Plane 10 AddOn - Carenado - C172N Skyhawk II|325140.0|1|0.0
Sanitarium|284050.0|1|47.0
QbQbQb|329320.0|1|11.0
Train Simulator: BR Class 45 'Peak' Loco Add-On|277731.0|1|0.0
The Moon Sliver - Extended Soundtrack|330810.0|1|0.0
Tail Drift|330520.0|1|0.0
Farming Simulator 15|313160.0|1|245915.0
Vertical Drop Heroes - Halloween Theme|329370.0|1|0.0
Miscreated|299740.0|1|71582.0
Cosmic DJ|297110.0|1|910.0
Europa Universalis IV: Art of War Ebook|327831.0|1|0.0
Battlepaths - Soundtrack|322480.0|1|0.0
The Interactive Adventures of Dog Mendonça &amp; Pizzaboy®|330420.0|1|0.0
Alea Jacta Est|313660.0|1|0.0
Alea Jacta Est Spartacus 73BC|329551.0|1|0.0
Alea Jacta Est Cantabrian Wars|329550.0|1|0.0
Aviator - Bush Pilot|273830.0|1|1412.0
The Binding of Isaac: Rebirth|250900.0|1|4537217.0
Arma 3 Helicopters|304380.0|1|0.0
Broken Sword 4 - the Angel of Death|316160.0|1|0.0
Defenders of Time|317330.0|1|2079.0
Space Warp|326470.0|1|1.0
Rocksmith® 2014 – Killswitch Engage - “The End Of Heartache”|295042.0|1|0.0
Rocksmith® 2014 – Killswitch Engage - “My Curse”|295041.0|1|0.0
Rocksmith® 2014 – Killswitch Engage - “Holy Diver”|295043.0|1|0.0
Rocksmith® 2014 – Killswitch Engage Song Pack|295044.0|1|0.0
Fantasy Grounds - C&amp;C: Rune Lore|331960.0|1|0.0
NAM|329650.0|1|179.0
Across the Rhine|329620.0|1|27.0
Command HQ|329630.0|1|0.0
Eradicator|329640.0|1|26.0
Silent Service 2|329670.0|1|17.0
The World II: Hunting BOSS|323240.0|1|31.0
Among the Sleep: Prologue|332210.0|0|0.0
The Joylancer: Legendary Motor Knight|315540.0|1|1.0
Winged Sakura: Mindy's Arc - Soundtrack|331550.0|1|0.0
Winged Sakura: Mindy's Arc|331390.0|1|1488.0
Pitiri 1977|305740.0|1|555.0
GRID Autosport - Demoman Derby Pack|324130.0|1|0.0
Crowntakers|294370.0|1|1816.0
Pirate Hell|321080.0|1|0.0
A Bird Story|327410.0|1|6002.0
Gunspell - Steam Edition|328100.0|1|0.0
A Bird Story - Original Soundtrack|328230.0|1|0.0
Gold Rush! Anniversary|319230.0|1|1909.0
Rocksmith® 2014 – Tom Petty Song Pack|295050.0|1|0.0
MASSIVE CHALICE Soundtrack|332460.0|0|0.0
Deadlings: Rotten Edition|320150.0|1|1611.0
Toybox Turbos|287260.0|1|5509.0
Space Hulk Ascension|317620.0|1|7702.0
Leadwerks Game Engine - FPS Weapons Pack|329100.0|1|0.0
Anodyne OST|331620.0|1|0.0
Amphora|331510.0|1|0.0
Chariot|319450.0|1|3015.0
Chariot - Soundtrack|329760.0|1|0.0
Randal's Monday|314810.0|1|4322.0
Deadstone|327150.0|1|0.0
Middle-earth: Shadow of Mordor - Rising Storm Rune|313381.0|1|0.0
Sneaky Sneaky|259410.0|1|1321.0
LEGO Batman 3: Beyond Gotham DLC: Man of Steel|327170.0|1|0.0
Rocksmith® 2014 – Foo Fighters - “Long Road to Ruin”|258406.0|1|0.0
LEGO Batman 3: Beyond Gotham DLC: Batman 75th Anniversary|327171.0|1|0.0
Company of Heroes 2 - Ardennes Assault|317850.0|1|0.0
Fantasy Grounds - Deadlands Reloaded: Blood Drive 3|333520.0|0|0.0
Inside The Gear Demo|333310.0|0|0.0
Company of Heroes 2 - Ardennes Assault: Fox Company Rangers|323230.0|1|0.0
Far Cry® 4|298110.0|1|731197.0
Far Cry® 4 Season Pass|324340.0|1|0.0
Ski-World Simulator|273850.0|1|0.0
The Blue Flamingo|302010.0|1|3030.0
Cities in Motion: Soundtrack|310040.0|1|0.0
KEL Reaper of Entropy|317950.0|1|31.0
Never Alone (Kisima Ingitchuna)|295790.0|1|8526.0
Cities in Motion 2: Soundtrack|310050.0|1|0.0
Escape Dead Island|226560.0|9|3338.0
Solar Struggle|330680.0|1|851.0
Adventure Time: The Secret Of The Nameless Kingdom|298890.0|1|308.0
Gems of War - Puzzle RPG|329110.0|1|96703.0
Fantasy Grounds - Counter Collection 4E Paragon 1|333900.0|0|0.0
WARMACHINE: Tactics|253510.0|1|5392.0
Rock Zombie|328640.0|1|71.0
Death Skid Marks Soundtrack|326300.0|1|0.0
Letter Quest: Grimm's Journey|328730.0|1|1904.0
Death Skid Marks|326150.0|1|4025.0
Celestial Command|330460.0|1|1072.0
Passing Pineview Forest|331120.0|1|536.0
MotoGP™14 Compact|321490.0|1|202.0
Flashpoint Campaigns: Red Storm Player's Edition|330720.0|1|217.0
Amazing Frog?|332570.0|0|8147.0
AppGameKit: Easy Game Development|325180.0|1|3612.0
The Good Life|293340.0|1|1007.0
Inside The Gear|333120.0|0|1184.0
Kinetic Void|227160.0|9|14569.0
Guns and Robots - Veteran Pack|331890.0|1|0.0
Draft Day Sports Pro Basketball 4|328870.0|1|0.0
Luna: Shattered Hearts: Episode 1|331400.0|1|958.0
Space Legends: At the Edge of the Universe|328880.0|1|0.0
Train Simulator: BR 6MT Clan Class Loco Add-On|258641.0|1|0.0
Brink of Consciousness: The Lonely Hearts Murders|327370.0|1|74.0
Craft The World|248390.0|1|157907.0
Axis Game Factory's AGFPRO BattleMat Multi-Player DLC|270942.0|1|0.0
Chivalry: Medieval Warfare and Chivalry: Deadliest Warrior - Soundtrack|332240.0|0|0.0
Midnight Mysteries: Witches of Abraham - Collector's Edition|332810.0|0|8.0
If My Heart Had Wings|326480.0|1|29564.0
Space Salvager Demo|321010.0|1|0.0
Shroud of the Avatar: Forsaken Virtues|326160.0|1|100477.0
Haunted House: Cryptic Graves|314850.0|1|56.0
Rocksmith® 2014 – Bullet For My Valentine - “Tears Don’t Fall”|295051.0|1|0.0
Alien: Isolation - Trauma|282513.0|1|0.0
Tesla Breaks the World Official Soundtrack|334990.0|0|0.0
Middle-earth: Shadow of Mordor - Berserks Warband|318410.0|1|0.0
Tesla Breaks the World!|314210.0|1|818.0
Sid Meier's Civilization: Beyond Earth Exoplanets Map Pack|304010.0|1|0.0
X-Plane 10 AddOn - Carenado - PA34 200T Seneca II|325136.0|1|0.0
Atajrubah|282960.0|1|0.0
The Witcher Adventure Game|303800.0|1|1121.0
Joe Dever's Lone Wolf HD Remastered|279440.0|1|8409.0
100% Orange Juice - Saki &amp; Kyousuke Character Pack|334080.0|0|0.0
Wings of Vi|318530.0|1|4121.0
Motorcycle Club|303830.0|1|1074.0
Mining Industry Simulator|321660.0|1|0.0
Beach Resort Simulator|331910.0|1|0.0
Train Simulator: N15 King Arthur Class ‘Sir Lamiel’ Loco Add-On|258674.0|1|0.0
Sanctum 2: Original Soundtrack|335370.0|0|0.0
ULTRAWORLD EXODUS|331580.0|1|0.0
Insanity's Blade|334190.0|0|0.0
ULTRAWORLD + EXODUS Soundtrack|333680.0|0|0.0
Train Simulator: BR 266 Loco Add-On|258671.0|1|0.0
Train Simulator: West Rhine: Köln - Koblenz Route Add-On|277739.0|1|0.0
Darkness Within 2: The Dark Lineage|298950.0|1|0.0
Mecha Ace Demo|318340.0|1|0.0
Galcon 2: Galactic Conquest|294160.0|1|5603.0
Mecha Ace|318330.0|1|1004.0
Escape From Darkmoor Manor|335740.0|0|0.0
Bin Weevils Arty Arcade|322410.0|1|0.0
iO|324070.0|1|1247.0
Lambda Wars Beta|270370.0|1|74196.0
Millie Demo|337050.0|0|0.0
Bet On Soldier|335320.0|0|1028.0
Train Simulator: GWR Small Prairies Loco Add-On|277753.0|1|0.0
Elegy for a Dead World|252290.0|1|487.0
Gauntlet - Lilith the Necromancer Pack|335510.0|0|0.0
JUJU|300840.0|1|670.0
Prelogate|332830.0|0|1680.0
