|user_id|reviews_item_id|reviews_recommend|reviews_year|sa_compound|review_sentiment
7120|snowangelsdream|385800|True|2015|0.0|0
7121|snowangelsdream|345650|True|2015|0.6369|1
7122|76561198060150729|107100|True|2016|0.0|0
7123|76561198066794851|730|True|2016|0.0|0
7124|hobohomeless|304050|True|2015|-0.4019|-1
7125|hobohomeless|372000|True|2016|0.9201|1
7126|76561198067209151|427270|True|2016|0.7184|1
7127|mrsharkst|730|True|2015|0.4404|0
7128|mrsharkst|440|True|2014|0.9661|1
7129|mrsharkst|218620|False|2016|0.0|0
7130|XXXmemesnshitXXX|202970|True|2015|0.6369|1
7131|Memes2k16|40800|True|2015|0.0|0
7132|Memes2k16|730|True|2015|0.5719|1
7133|3021Daniel|730|True|2014|0.7096|1
7134|icereece|301520|True|2015|0.0|0
7135|icereece|4000|True|2014|0.9423|1
7136|icereece|224580|True|2014|0.4404|0
7137|icereece|9480|True|2014|-0.34|-1
7138|icereece|334230|True|2016|-0.0516|0
7139|416940127|209160|False|2014|-0.0258|0
7140|416940127|346110|True|2015|0.9851|1
7141|416940127|291480|False|2015|-0.8019|-1
7142|76561198086884048|218620|True|2014|0.5106|1
7143|noirelovelove|282900|True|2016|0.0|0
7144|noirelovelove|730|True|2016|0.4404|0
7145|SleepyVioletteChan|440|True|2014|0.4404|0
7146|Aussiefella_69|359940|True|2016|0.8625|1
7147|Aussiefella_69|730|True|2015|0.8974|1
7148|lilbkbx|377160|False|2016|-0.8225|-1
7149|lilbkbx|221100|False|2015|0.1531|0
7150|lilbkbx|282350|False|2015|0.2732|0
7151|Donttellem|295110|True|2015|0.4019|0
7152|downedpanda|221640|True|2013|0.2411|0
7153|nodesull|413150|True|2016|0.0|0
7154|UniIsBestWaifu|329440|True|2016|0.6124|1
7155|UniIsBestWaifu|17730|False|2015|-0.7003|-1
7156|UniIsBestWaifu|333980|True|2015|0.4019|0
7157|CottonCandyHusky|221100|True|2014|0.8977|1
7158|CottonCandyHusky|108600|True|2014|0.886|1
7159|76561198082760506|440|True|2015|0.4404|0
7160|76561198082760506|218620|True|2015|0.0|0
7161|saintfox|55230|True|2013|0.9666|1
7162|saintfox|253430|True|2016|0.4404|0
7163|saintfox|4000|True|2012|0.5859|1
7164|pharr49|207140|True|2015|-0.5859|-1
7165|pharr49|248820|True|2015|0.2732|0
7166|pharr49|306020|True|2015|0.0|0
7167|pharr49|265630|True|2014|0.0|0
7168|76561198072028129|273350|False|2015|0.9863|1
7169|76561198072028129|730|True|2015|0.9862|1
7170|76561197978409306|264200|True|2015|0.8241|1
7171|76561197978409306|300080|False|2015|0.6876|1
7172|76561197978409306|290790|True|2015|0.946|1
7173|76561197978409306|25830|True|2015|0.8402|1
7174|SNEAKY_Boxman|304930|False|2015|-0.4767|-1
7175|SNEAKY_Boxman|34330|True|2015|0.4404|0
7176|otorhinolaryngologist|270550|True|2014|0.2263|0
7177|vegetable89|405180|True|2015|0.7178|1
7178|vegetable89|40970|True|2014|0.9312|1
7179|vegetable89|246300|True|2013|0.9571|1
7180|vegetable89|32360|True|2013|0.6369|1
7181|vegetable89|240|True|2012|0.7351|1
7182|blazythemayordevil|440|True|2014|0.9246|1
7183|drdoob|34330|True|2016|0.8271|1
7184|drdoob|312990|True|2015|0.958|1
7185|drdoob|244450|True|2015|-0.5396|-1
7186|drdoob|206500|True|2015|0.5106|1
7187|drdoob|263740|True|2015|0.9485|1
7188|drdoob|282070|True|2015|0.8998|1
7189|drdoob|105600|True|2015|0.9143|1
7190|Alex_Feed|730|True|2016|0.0|0
7191|Alex_Feed|306460|True|2016|0.0|0
7192|Alex_Feed|292380|True|2016|0.0|0
7193|Alex_Feed|67370|True|2016|0.0|0
7194|Alex_Feed|411180|True|2016|0.0|0
7195|GeneralHavoc_|730|True|2015|0.6249|1
7196|jakkpro895|105600|True|2014|0.0|0
7197|jakkpro895|48720|True|2011|0.0|0
7198|jakkpro895|24960|True|2011|0.2263|0
7199|AmeelAhmed|730|True|2016|0.0|0
7200|76561198109423093|730|True|2016|0.7717|1
7201|analfelatiothecircumsoldier|225540|False|2016|-0.5423|-1
7202|analfelatiothecircumsoldier|730|True|2015|0.6249|1
7203|76561198085869763|218620|True|2015|0.0|0
7204|drstem_drstem|205100|True|2016|0.5764|1
7205|jahmezgamingofficial|730|True|2013|0.3804|0
7206|jahmezgamingofficial|440|True|2013|0.9845|1
7207|jahmezgamingofficial|4000|True|2013|-0.204|0
7208|jz4012|404090|True|2016|0.5859|1
7209|jz4012|434250|True|2016|0.4404|0
7210|jz4012|234140|True|2016|0.0|0
7211|jz4012|200510|True|2016|0.5106|1
7212|jz4012|22380|True|2016|0.0|0
7213|jz4012|730|True|2016|0.296|0
7214|jz4012|292030|True|2016|0.7579|1
7215|jz4012|330830|True|2016|0.3612|0
7216|jz4012|271590|True|2015|0.4939|0
7217|jz4012|218620|False|2015|0.0|0
7218|thecompl3x|730|True|2016|0.0|0
7219|ultrararepepes|205100|True|2014|0.9896|1
7220|76561198046360205|440|True|2014|0.0|0
7221|76561198046360205|730|True|2015|0.0|0
7222|PippleKipple|227300|True|2014|0.0|0
7223|PippleKipple|33930|True|2014|0.6369|1
7224|76561198073184460|48700|True|2013|0.936|1
7225|76561198073184460|730|True|2015|0.5859|1
7226|76561198073184460|218620|True|2015|0.767|1
7227|76561198073184460|261180|True|2014|0.9393|1
7228|76561198073184460|440|True|2013|0.9041|1
7229|LifeOfLlama|252490|True|2016|0.3612|0
7230|LifeOfLlama|291480|True|2016|0.3612|0
7231|LifeOfLlama|440|True|2016|0.7579|1
7232|LifeOfLlama|730|True|2015|0.0|0
7233|76561198094532627|304930|True|2015|0.34|0
7234|76561198063988555|440|True|2016|0.0|0
7235|76561198063988555|570|True|2016|0.9153|1
7236|G0ldguts|250900|True|2015|0.0|0
7237|G0ldguts|730|True|2015|0.9325|1
7238|The-Dunktown-Express|70|True|2016|0.743|1
7239|The-Dunktown-Express|225260|True|2014|0.0|0
7240|The-Dunktown-Express|115320|True|2015|0.0|0
7241|The-Dunktown-Express|203160|True|2015|0.0|0
7242|The-Dunktown-Express|221380|True|2015|0.0|0
7243|Beast_m0de|24960|True|2014|0.8204|1
7244|Beast_m0de|203160|True|2015|0.7906|1
7245|1234567890192837465|368340|True|2016|0.5859|1
7246|1234567890192837465|322170|True|2015|0.8625|1
7247|1234567890192837465|11020|True|2014|0.5563|1
7248|projecteldor|730|True|2014|0.0|0
7249|shadowxlucario|730|True|2016|0.9067|1
7250|shadowxlucario|291550|True|2016|0.9682|1
7251|shadowxlucario|304050|False|2016|0.1754|0
7252|micropie|24200|True|2014|0.6249|1
7253|micropie|550|True|2014|0.34|0
7254|xdeadlymoonx|730|True|2015|0.5106|1
7255|arby6784|6060|True|2016|-0.9183|-1
7256|arby6784|65930|True|2016|0.8706|1
7257|76561198098136638|346900|True|2015|0.0|0
7258|gsgamingbr|344040|True|2016|0.0|0
7259|gsgamingbr|333980|True|2015|0.0|0
7260|gsgamingbr|234670|True|2014|-0.0772|0
7261|gsgamingbr|49520|True|2014|0.0|0
7262|gsgamingbr|24240|True|2014|0.0|0
7263|gsgamingbr|440|False|2014|-0.296|-1
7264|gsgamingbr|620|False|2014|0.0|0
7265|Ally_|570|True|2014|0.4404|0
7266|kanarya08|219830|True|2015|0.4404|0
7267|kanarya08|8930|True|2013|0.836|1
7268|FinNaLe|331200|True|2016|0.0|0
7269|FinNaLe|413150|True|2016|0.0|0
7270|FinNaLe|433730|False|2016|0.0|0
7271|FinNaLe|730|True|2015|0.0772|0
7272|FinNaLe|218620|True|2014|0.4404|0
7273|FinNaLe|19680|True|2015|0.0|0
7274|mrrockerz|218620|True|2015|0.4404|0
7275|mrrockerz|1250|True|2014|0.296|0
7276|Howlapus|221100|True|2014|0.0|0
7277|My_Immortal|102500|True|2016|0.8977|1
7278|My_Immortal|393980|True|2016|0.9226|1
7279|My_Immortal|8930|True|2015|0.765|1
7280|My_Immortal|200510|True|2015|0.8756|1
7281|My_Immortal|226840|True|2015|0.9633|1
7282|My_Immortal|206420|True|2016|-0.7329|-1
7283|My_Immortal|255710|True|2016|0.9488|1
7284|teachmehowtosoli|237930|True|2015|0.8885|1
7285|teachmehowtosoli|49520|True|2015|-0.2732|-1
7286|teachmehowtosoli|245170|True|2015|0.4404|0
7287|teachmehowtosoli|31280|True|2013|0.0|0
7288|teachmehowtosoli|391540|True|2016|0.4404|0
7289|teachmehowtosoli|334230|True|2015|-0.9442|-1
7290|teachmehowtosoli|730|True|2015|-0.5267|-1
7291|teachmehowtosoli|107100|True|2013|0.4404|0
7292|teachmehowtosoli|398100|True|2015|0.8144|1
7293|teachmehowtosoli|338170|True|2016|0.3612|0
7294|Razzzzzzzzzzzzzzzzzzzzzz|444090|True|2016|0.93|1
7295|Razzzzzzzzzzzzzzzzzzzzzz|236370|True|2015|0.6486|1
7296|Razzzzzzzzzzzzzzzzzzzzzz|570|True|2014|0.6249|1
7297|Razzzzzzzzzzzzzzzzzzzzzz|252950|True|2015|0.4588|0
7298|Razzzzzzzzzzzzzzzzzzzzzz|440|True|2014|0.6249|1
7299|eddiedankmemes|440|False|2016|0.9715|1
7300|eddiedankmemes|20|False|2016|-0.6801|-1
7301|eddiedankmemes|275850|True|2016|-0.2732|-1
7302|pleasedontvotefortrump|550|True|2015|-0.0534|0
7303|pleasedontvotefortrump|224280|True|2014|0.4404|0
7304|pleasedontvotefortrump|620|True|2014|0.8519|1
7305|pleasedontvotefortrump|104600|True|2013|0.2732|0
7306|pleasedontvotefortrump|50|True|2013|0.0772|0
7307|lmn8rx|34900|True|2014|0.5719|1
7308|lmn8rx|49600|True|2013|-0.4023|-1
7309|lmn8rx|39140|True|2013|0.8481|1
7310|DieMadchenschanderin|346110|True|2015|0.8271|1
7311|DieMadchenschanderin|380770|False|2015|-0.6985|-1
7312|DieMadchenschanderin|454890|True|2016|-0.7845|-1
7313|DieMadchenschanderin|227680|False|2013|0.9429|1
7314|ChakaYourLaka|730|True|2015|0.91|1
7315|TheRealMeatyMate|218620|False|2016|0.9552|1
7316|TheRealMeatyMate|24240|True|2013|0.8885|1
7317|TheRealMeatyMate|70|True|2014|0.4404|0
7318|TheRealMeatyMate|208090|True|2014|-0.34|-1
7319|TheRealMeatyMate|280|True|2013|0.2008|0
7320|samuelx5|42680|False|2015|0.8667|1
7321|samuelx5|266210|True|2015|0.5267|1
7322|samuelx5|72850|True|2014|-0.5719|-1
7323|samuelx5|301480|True|2014|0.0|0
7324|76561198056693884|218230|True|2014|0.8225|1
7325|76561198104201240|440|True|2014|0.6369|1
7326|GoodLooser|238460|True|2014|0.0|0
7327|lennysan|440|True|2015|0.6249|1
7328|lennysan|311210|True|2015|0.3612|0
7329|ZeikoJoestar|291480|False|2015|0.0|0
7330|ZeikoJoestar|239660|True|2014|0.4404|0
7331|ZeikoJoestar|264380|True|2014|-0.3818|-1
7332|ZeikoJoestar|4000|True|2014|0.6369|1
7333|ZeikoJoestar|383080|True|2015|0.0|0
7334|76561198019442854|238960|True|2014|0.0|0
7335|hermannwolffen25|440|True|2014|0.0|0
7336|hermannwolffen25|236390|True|2016|0.0|0
7337|hermannwolffen25|203290|True|2014|0.0|0
7338|hermannwolffen25|301520|True|2014|0.4404|0
7339|hermannwolffen25|107900|True|2013|0.0|0
7340|76561198098482126|550|True|2015|0.0|0
7341|76561198098482126|570|True|2015|0.0|0
7342|76561198098482126|4000|True|2014|0.0|0
7343|76561198098482126|304930|True|2014|0.4404|0
7344|76561198032376223|440|True|2014|0.5423|1
7345|76561198059286499|12210|True|2014|0.0|0
7346|76561198059286499|17410|True|2014|0.4404|0
7347|76561198059286499|730|True|2013|0.0|0
7348|76561198059286499|200260|True|2013|0.0|0
7349|PotatoSaun|292630|False|2016|0.0|0
7350|PotatoSaun|391540|True|2015|0.0|0
7351|PotatoSaun|265630|True|2015|0.5106|1
7352|stevenw-s|218230|True|2015|0.4404|0
7353|Videogamedunderly|404480|True|2015|0.9919|1
7354|Videogamedunderly|304930|True|2014|0.5574|1
7355|Videogamedunderly|8190|True|2013|0.4404|0
7356|76561198066698645|730|True|2016|0.4404|0
7357|Mrbrightside_kent|271590|True|2015|0.5465|1
7358|Mrbrightside_kent|292030|True|2016|0.9771|1
7359|Mrbrightside_kent|275850|False|2016|-0.3979|-1
7360|Mrbrightside_kent|730|True|2016|0.8807|1
7361|finnzag1|248390|True|2014|0.6369|1
7362|snakrobotza3|550|True|2014|0.0|0
7363|snakrobotza3|413150|True|2016|0.0|0
7364|snakrobotza3|218620|True|2015|0.0|0
7365|snakrobotza3|255710|True|2015|0.0|0
7366|snakrobotza3|4000|True|2015|0.6369|1
7367|ANIMEPUSSY|245170|True|2015|0.0|0
7368|ANIMEPUSSY|250760|True|2015|0.4588|0
7369|ANIMEPUSSY|247730|False|2015|0.0|0
7370|Jupacka|240|True|2013|0.0|0
7371|76561198048088970|248820|True|2015|0.9585|1
7372|76561198048088970|224540|False|2015|0.3612|0
7373|76561198048088970|107100|True|2015|0.9448|1
7374|76561198094413234|246620|True|2016|-0.0572|0
7375|76561198094413234|417860|True|2015|0.0|0
7376|76561198094413234|24240|True|2013|0.7964|1
7377|LonelyOM|319630|True|2016|0.0|0
7378|76561198107601321|440|True|2014|0.0|0
7379|linlinlay|105600|True|2015|0.6249|1
7380|linlinlay|300991|True|2014|0.4404|0
7381|linlinlay|391540|True|2015|0.875|1
7382|linlinlay|570|True|2014|0.5859|1
7383|linlinlay|72850|True|2015|-0.2732|-1
7384|rarejapan|224580|True|2014|0.743|1
7385|rarejapan|209870|False|2014|0.4588|0
7386|rarejapan|730|True|2013|0.6908|1
7387|76561198081530329|47410|True|2013|0.3612|0
7388|borgsy2revampedTV|32400|True|2016|0.6124|1
7389|borgsy2revampedTV|13230|True|2015|0.9877|1
7390|borgsy2revampedTV|282440|True|2015|0.7096|1
7391|borgsy2revampedTV|206420|True|2015|-0.34|-1
7392|76561198244813534|218620|False|2016|-0.743|-1
7393|76561198244813534|730|True|2016|0.765|1
7394|waruikaijin|340170|True|2015|0.7579|1
7395|waruikaijin|39120|True|2015|0.6369|1
7396|waruikaijin|466910|True|2016|0.4404|0
7397|waruikaijin|730|True|2015|0.0|0
7398|waruikaijin|323470|True|2015|0.4404|0
7399|76561198076539681|440|True|2015|0.0|0
7400|Jasrad|218230|True|2014|0.8176|1
7401|Jasrad|304930|False|2014|-0.5742|-1
7402|Jasrad|730|True|2014|0.6124|1
7403|Jasrad|20920|False|2014|-0.3182|-1
7404|Jasrad|243470|True|2014|0.9728|1
7405|Jasrad|209160|True|2014|0.0|0
7406|76561198119691766|730|True|2015|0.6249|1
7407|76561198119691766|221100|False|2016|0.0|0
7408|76561198119691766|252490|True|2016|0.9833|1
7409|76561198119691766|271590|True|2016|0.6486|1
7410|76561198119691766|346110|True|2015|0.8176|1
7411|Steam_FX-|570|True|2014|0.0|0
7412|76561198129380421|208480|True|2016|0.7832|1
7413|76561198129380421|302510|True|2016|-0.9091|-1
7414|76561198129380421|403190|True|2016|0.9796|1
7415|76561198129380421|298110|True|2016|0.9042|1
7416|76561198129380421|220240|True|2016|0.9627|1
7417|76561198129380421|225540|True|2016|0.0772|0
7418|76561198129380421|311560|True|2016|0.9813|1
7419|76561198129380421|33230|True|2016|0.9706|1
7420|76561198129380421|48190|True|2016|0.9941|1
7421|76561198129380421|242050|True|2016|0.9926|1
7422|76561198100665500|376200|True|2016|0.0|0
7423|76561198068538206|730|True|2015|0.4215|0
7424|76561198109068932|440|True|2016|0.4404|0
7425|18082001|730|True|2015|0.0|0
7426|18082001|570|True|2015|0.0|0
7427|18082001|227300|True|2015|0.0|0
7428|76561198062336903|236390|True|2016|0.024|0
7429|76561198062336903|220200|True|2016|0.7783|1
7430|76561198062336903|200210|True|2015|0.6705|1
7431|ifyourreadingthisgetdunkedon|270210|True|2015|0.1808|0
7432|ifyourreadingthisgetdunkedon|440|True|2014|0.926|1
7433|ifyourreadingthisgetdunkedon|4000|True|2014|0.8481|1
7434|76561198029589709|359550|False|2016|0.0|0
7435|76561198029589709|244850|True|2015|-0.0258|0
7436|76561198029589709|107410|True|2016|0.296|0
7437|76561198029589709|440|True|2015|0.6369|1
7438|76561198029589709|311210|False|2016|-0.4767|-1
7439|imonyouutube|91310|True|2012|0.0|0
7440|imonyouutube|212480|True|2013|0.7269|1
7441|imonyouutube|17500|True|2013|0.0|0
7442|imonyouutube|35140|True|2013|0.0|0
7443|imonyouutube|207140|True|2014|0.0|0
7444|imonyouutube|304930|True|2014|0.3252|0
7445|PritchardGSD|228380|True|2014|0.9136|1
7446|PritchardGSD|249630|True|2014|0.9147|1
7447|PritchardGSD|298600|True|2014|-0.4201|-1
7448|PritchardGSD|34030|True|2014|0.4048|0
7449|PritchardGSD|287980|True|2014|0.5434|1
7450|PritchardGSD|235800|True|2013|0.3031|0
7451|PritchardGSD|221380|True|2013|0.9601|1
7452|PritchardGSD|113200|True|2012|0.0516|0
7453|sam_mindyourbuisnesslove|48700|True|2015|0.3612|0
7454|sam_mindyourbuisnesslove|304050|False|2015|0.6124|1
7455|sam_mindyourbuisnesslove|218620|True|2015|0.5106|1
7456|76561198054772649|730|True|2015|0.3612|0
7457|76561198069254820|252490|True|2014|-0.1306|0
7458|76561198069254820|730|True|2015|0.2023|0
7459|76561198069254820|286340|True|2014|0.743|1
7460|76561198069254820|304930|True|2014|0.6249|1
7461|MrProvidings|223470|True|2014|-0.6908|-1
7462|MrProvidings|449040|True|2016|0.6597|1
7463|MrProvidings|1280|True|2014|0.6486|1
7464|Gaben_Z|391540|True|2015|0.128|0
7465|Gaben_Z|435870|True|2016|-0.3041|-1
7466|Gaben_Z|377160|True|2015|0.34|0
7467|Gaben_Z|8930|True|2013|0.9186|1
7468|6golf6|99900|True|2014|0.0|0
7469|mayshowganmore|412730|False|2016|0.0|0
7470|mayshowganmore|10|True|2014|0.6369|1
7471|mayshowganmore|550|True|2014|0.6249|1
7472|tzarius|99810|False|2014|-0.4767|-1
7473|tzarius|303210|True|2015|0.0|0
7474|tzarius|211820|False|2016|-0.872|-1
7475|tzarius|353370|True|2016|0.5574|1
7476|tzarius|323320|True|2015|0.8519|1
7477|tzarius|41100|True|2016|0.8126|1
7478|tzarius|219890|True|2014|0.6369|1
7479|insenzato|4000|True|2013|0.0|0
7480|insenzato|226700|True|2014|0.0|0
7481|76561198056894326|440|True|2015|0.6369|1
7482|HunterSLAYERR|1250|True|2013|0.128|0
7483|HunterSLAYERR|415950|False|2016|0.2315|0
7484|HunterSLAYERR|310950|True|2016|0.1999|0
7485|HunterSLAYERR|437070|True|2016|-0.5574|-1
7486|76561198073094072|72850|True|2014|0.8779|1
7487|EjWild|311210|True|2016|0.6486|1
7488|EjWild|440|True|2012|0.0|0
7489|secretmessage6969|8190|True|2014|-0.1531|0
7490|Cydran|207210|True|2014|0.9403|1
7491|Cydran|263760|True|2014|0.9643|1
7492|Cydran|246580|True|2014|0.4545|0
7493|Cydran|200710|True|2014|0.9666|1
7494|Cydran|224760|True|2014|0.8176|1
7495|wolop|4000|True|2011|0.7269|1
7496|fattyahead|320760|True|2015|-0.4215|-1
7497|fattyahead|22650|True|2014|-0.4019|-1
7498|76561198067546287|730|True|2015|0.8271|1
7499|76561198067546287|304930|True|2014|0.0|0
7500|76561198067546287|105600|True|2015|0.0|0
7501|76561198067546287|4000|True|2014|0.0|0
7502|76561198067546287|440|True|2013|0.0|0
7503|76561198111094443|333930|False|2015|0.0|0
7504|GaffyAreAwesome|4000|True|2014|0.4404|0
7505|LTHW|4000|True|2015|0.0|0
7506|LTHW|6860|True|2015|0.7003|1
7507|LTHW|346010|True|2015|0.0|0
7508|LTHW|218620|False|2015|0.6249|1
7509|LTHW|730|True|2015|0.0|0
7510|76561198049338710|440|True|2014|0.0|0
7511|76561198044060397|354240|True|2015|0.6626|1
7512|76561198044060397|263420|True|2014|0.0|0
7513|76561198044060397|242680|True|2014|0.0|0
7514|piepai|290730|True|2015|0.0|0
7515|76561198218523079|370280|True|2016|-0.1531|0
7516|ninja0123|440|True|2015|0.0|0
7517|76561198063617154|570|False|2014|-0.872|-1
7518|76561198057953245|730|True|2015|0.0|0
7519|76561198036780547|550|True|2014|0.8576|1
7520|76561198076240240|218330|True|2014|0.4404|0
7521|76561198076240240|730|True|2014|0.7906|1
7522|12312312332123|396480|True|2016|0.6908|1
7523|12312312332123|268650|True|2015|0.3453|0
7524|12312312332123|301520|True|2015|-0.34|-1
7525|76561198047630659|230410|False|2015|0.9814|1
7526|HeadShootPlay|730|True|2015|0.0|0
7527|76561198101401653|218620|True|2016|0.0|0
7528|76561198101401653|222880|True|2016|0.0|0
7529|76561198101401653|113400|True|2016|0.0|0
7530|DeathInTheAfternoon|51100|True|2014|0.9702|1
7531|DeathInTheAfternoon|200210|True|2013|0.6369|1
7532|76561198016066771|275850|True|2016|0.25|0
7533|76561198016066771|231430|True|2016|0.6976|1
7534|Keemstarisgoat|730|True|2014|0.6369|1
7535|Keemstarisgoat|219740|True|2014|0.6369|1
7536|76561198086885214|275850|False|2016|-0.5106|-1
7537|76561198086885214|273350|True|2016|0.5859|1
7538|76561198086885214|440|False|2014|0.0|0
7539|GAMESNIPERSTUDIOS|239140|True|2016|0.9022|1
7540|GAMESNIPERSTUDIOS|250340|True|2014|0.4404|0
7541|76561198098088298|21000|True|2014|0.7351|1
7542|76561198098088298|33900|True|2014|0.4404|0
7543|76561198098088298|214230|True|2014|0.765|1
7544|76561198098088298|237630|True|2014|0.8689|1
7545|76561198098088298|209160|False|2014|-0.8402|-1
7546|BrookeAH|730|True|2016|0.1531|0
7547|BrookeAH|383790|False|2016|0.0|0
7548|BrookeAH|274940|True|2015|0.34|0
7549|darkking2098|4000|True|2014|0.7269|1
7550|darkking2098|209870|True|2014|0.926|1
7551|darkking2098|7670|True|2013|0.9371|1
7552|darkking2098|218230|True|2013|0.0|0
7553|76561198073280697|220240|True|2014|0.9169|1
7554|76561198073280697|202170|True|2014|0.8481|1
7555|76561198073280697|252490|True|2014|0.4939|0
7556|76561198006896411|252490|False|2014|-0.9805|-1
7557|76561198006896411|730|False|2015|-0.9496|-1
7558|76561198006896411|225540|False|2016|-0.9137|-1
7559|76561198006896411|359320|False|2015|0.9808|1
7560|76561198006896411|232090|True|2015|0.8122|1
7561|76561198006896411|291650|False|2015|-0.8227|-1
7562|76561198006896411|234140|True|2015|-0.926|-1
7563|76561198006896411|388520|False|2015|-0.8517|-1
7564|topkekhehe|413150|True|2016|0.6486|1
7565|topkekhehe|9420|True|2013|0.9393|1
7566|topkekhehe|375230|True|2016|0.0|0
7567|topkekhehe|201790|True|2014|0.8176|1
7568|76561198046777861|1840|True|2013|0.0|0
7569|76561198046777861|208090|True|2014|-0.4404|-1
7570|bobby09890|72850|True|2015|0.6369|1
7571|76561198083797462|235580|True|2015|0.4404|0
7572|Taithius|252030|True|2014|0.802|1
7573|76561198043319694|440|True|2014|0.5106|1
7574|76561198043319694|550|True|2014|0.5106|1
7575|76561198054605641|218620|True|2015|0.0|0
7576|76561198054605641|264200|True|2016|0.0|0
7577|76561198054605641|209000|True|2015|0.4404|0
7578|76561198054605641|223470|True|2015|-0.5106|-1
7579|76561198054605641|200260|True|2015|0.765|1
7580|SitteNKitteNMitteN|313740|True|2014|0.7321|1
7581|SitteNKitteNMitteN|212180|True|2014|-0.5267|-1
7582|SitteNKitteNMitteN|730|True|2014|-0.9081|-1
7583|oldsauce|304050|False|2016|-0.1311|0
7584|oldsauce|268750|True|2014|0.9488|1
7585|oldsauce|322330|True|2015|0.296|0
7586|oldsauce|105600|True|2013|0.6249|1
7587|76561198057519270|7510|True|2016|0.0|0
7588|76561198057519270|413150|True|2016|0.0|0
7589|76561198057519270|418340|True|2016|0.0|0
7590|76561198057519270|287100|False|2015|0.0|0
7591|76561198057519270|211820|True|2014|0.0|0
7592|___Plasma___|289650|False|2014|-0.1027|0
7593|76561197977767929|34330|True|2014|0.4404|0
7594|76561198081026741|730|True|2015|0.4404|0
7595|wer38|4000|True|2015|0.6369|1
7596|Wallfinstein|341800|True|2015|0.9806|1
7597|Wallfinstein|620|True|2013|0.7783|1
7598|Wallfinstein|202970|True|2014|0.9184|1
7599|Wallfinstein|416590|True|2015|0.6486|1
7600|Wallfinstein|287920|True|2015|0.9593|1
7601|Wallfinstein|385710|True|2016|0.9827|1
7602|Wallfinstein|346900|True|2015|0.8979|1
7603|Wallfinstein|230410|True|2015|0.9272|1
7604|Wallfinstein|219150|True|2013|0.6249|1
7605|UberScapE|247000|True|2014|0.7506|1
7606|UberScapE|330840|True|2016|0.939|1
7607|UberScapE|4580|True|2014|0.7964|1
7608|UberScapE|223830|True|2014|0.8271|1
7609|UberScapE|245620|True|2014|0.5859|1
7610|UberScapE|34330|True|2014|0.0772|0
7611|QueenJesus|322330|True|2015|0.9093|1
7612|momsspaghetti313|242760|True|2014|-0.34|-1
7613|76561198052591219|550|True|2014|0.7026|1
7614|communiggersunite|34900|True|2015|0.9698|1
7615|communiggersunite|394310|True|2016|0.8181|1
7616|communiggersunite|401920|True|2016|0.0|0
7617|communiggersunite|377160|True|2016|0.0|0
7618|communiggersunite|17520|True|2016|0.6124|1
7619|communiggersunite|405640|True|2016|0.7269|1
7620|communiggersunite|391540|False|2015|0.0|0
7621|communiggersunite|313740|True|2015|0.0|0
7622|BestinTheWorldThund3r|360|True|2013|0.7579|1
7623|BestinTheWorldThund3r|271590|True|2015|0.296|0
7624|BestinTheWorldThund3r|220240|True|2014|0.6369|1
7625|BestinTheWorldThund3r|4000|True|2013|0.9618|1
7626|BestinTheWorldThund3r|10|True|2014|0.765|1
7627|BestinTheWorldThund3r|570|True|2015|0.0|0
7628|76561198057065903|310380|True|2016|0.8658|1
7629|76561198057065903|222880|True|2014|0.5888|1
7630|76561198056401881|389570|True|2015|0.0|0
7631|76561198056401881|304930|False|2016|0.0|0
7632|76561198056401881|218620|True|2015|0.0|0
7633|76561198056401881|319510|True|2014|0.5267|1
7634|76561198056401881|49520|True|2014|0.0|0
7635|minecast24|460120|True|2016|0.9678|1
7636|minecast24|243800|True|2015|0.9894|1
7637|minecast24|270880|True|2016|0.9359|1
7638|minecast24|4000|True|2015|0.6249|1
7639|minecast24|235800|True|2014|0.8442|1
7640|095732|99900|True|2016|0.6958|1
7641|095732|216150|False|2015|0.2023|0
7642|095732|433340|True|2016|0.8126|1
7643|Gayleri|304030|False|2015|-0.0108|0
7644|Gayleri|6980|False|2016|0.0|0
7645|Gayleri|201810|False|2016|0.6448|1
7646|76561198092473445|20510|True|2016|0.0|0
7647|76561198092473445|218620|True|2015|0.0|0
7648|76561198092473445|206420|True|2014|0.0|0
7649|76561198092473445|315394|False|2015|-0.4019|-1
7650|76561198092473445|99900|True|2013|0.6908|1
7651|76561198092473445|315392|False|2015|0.0772|0
7652|76561198092473445|51100|True|2016|0.4404|0
7653|76561198092473445|315396|True|2015|0.5859|1
7654|76561198092473445|208090|True|2014|-0.121|0
7655|dandeshit|238320|True|2014|-0.4939|-1
7656|76561198088082495|245550|True|2014|0.0|0
7657|76561198088082495|218620|True|2013|0.0|0
7658|76561198088082495|1250|True|2015|0.0|0
7659|76561198071297495|50300|True|2014|0.7269|1
7660|Luk_muller24|440|True|2016|0.0|0
7661|Luk_muller24|221380|True|2015|0.0|0
7662|Luk_muller24|203140|True|2015|0.0|0
7663|Luk_muller24|204360|True|2015|0.5994|1
7664|Luk_muller24|17390|False|2015|0.3798|0
7665|Luk_muller24|250400|True|2015|0.0|0
7666|Luk_muller24|218230|True|2014|0.0|0
7667|Luk_muller24|12210|True|2014|0.0|0
7668|Hybrid2000|251570|True|2014|0.5563|1
7669|76561198018293914|18820|True|2014|0.0|0
